Date,Open,High,Low,Close,Adj Close
01/02/2002,113.089996,113.300003,107.82,111.150002,72.967796
01/03/2002,111.720001,117.900002,111.510002,114.519997,75.180168
01/04/2002,114.230003,115.099998,106.629997,107.860001,71.010826
01/05/2002,107.970001,111.25,104.900002,107.220001,70.589478
01/06/2002,107.089996,107.599998,95.190002,98.959999,65.151436
01/07/2002,99.18,99.800003,77.68,91.160004,60.22628
01/08/2002,90.879997,97.150002,83.550003,91.779999,60.635868
01/09/2002,90.730003,93.330002,80.900002,81.790001,54.035831
01/10/2002,82.43,91.290001,77.07,88.519997,58.744282
01/11/2002,88.349998,94.949997,87.449997,93.980003,62.367664
01/12/2002,95.470001,96.050003,87.110001,88.230003,58.551826
01/01/2003,88.849998,93.860001,84.150002,86.059998,57.392399
01/02/2003,86.139999,86.809998,81,84.900002,56.618835
01/03/2003,85.260002,89.879997,79.379997,84.739998,56.512115
01/04/2003,85.25,92.800003,84.910004,91.910004,61.540848
01/05/2003,91.919998,97.089996,90.5,96.949997,64.915512
01/06/2003,97.529999,102.18,96.669998,97.629997,65.370842
01/07/2003,97.25,101.900002,96.43,99.389999,66.789658
01/08/2003,99.190002,101.82,96.339996,101.440002,68.167274
01/09/2003,101.639999,104.699997,99.25,99.949997,67.166023
01/10/2003,100.239998,105.970001,100.199997,105.300003,71.032822
01/11/2003,105.75,106.949997,103.620003,106.449997,71.808571
01/12/2003,106.849998,111.519997,105.959999,111.279999,75.066757
01/01/2004,111.739998,116.5,110.730003,113.480003,76.912552
01/02/2004,113.699997,116.599998,112.779999,115.019997,77.956291
01/03/2004,115.43,116.970001,108.849998,113.099998,76.654976
01/04/2004,113.07,115.410004,110.900002,110.959999,75.468216
01/05/2004,111.370003,113.260002,108.059998,112.860001,76.760468
01/06/2004,112.459999,114.940002,111.870003,114.529999,77.896324
01/07/2004,114.25,114.400002,108.209999,110.839996,75.661781
01/08/2004,110.190002,111.629997,106.589996,111.110001,75.846107
01/09/2004,110.949997,113.739998,110.410004,111.760002,76.289795
01/10/2004,112.260002,114.68,109.349998,113.199997,77.594437
01/11/2004,113.559998,119.139999,113.199997,117.889999,80.80925
01/12/2004,118.160004,121.660004,117.730003,120.870003,83.097481
01/01/2005,121.559998,121.760002,116.370003,118.160004,81.61808
01/02/2005,118.25,121.669998,118.099998,120.629997,83.324234
01/03/2005,120.82,123.25,116.25,117.959999,81.47995
01/04/2005,118.629997,119.260002,113.550003,115.75,80.267448
01/05/2005,116.07,120.25,114.800003,119.480003,82.854057
01/06/2005,119.519997,121.940002,118.75,119.18,82.645973
01/07/2005,119.449997,124.639999,118.260002,123.739998,86.15448
01/08/2005,123.830002,124.739998,120.379997,122.580002,85.34684
01/09/2005,122.519997,124.739998,120.440002,123.040001,85.667122
01/10/2005,122.959999,123.339996,116.879997,120.129997,83.997047
01/11/2005,120.580002,127.410004,120.129997,125.410004,87.688927
01/12/2005,126.019997,128.089996,124.360001,124.510002,87.059624
01/01/2006,125.190002,129.440002,124.389999,127.5,89.622879
01/02/2006,127.82,130.039993,125.400002,128.229996,90.135956
01/03/2006,128.600006,131.470001,127.18,129.830002,91.260712
01/04/2006,130.070007,131.860001,128.020004,131.470001,92.780945
01/05/2006,131.470001,132.800003,124.760002,127.510002,89.986343
01/06/2006,127.379997,129.429993,122.339996,127.279999,89.823997
01/07/2006,127.43,128.139999,122.389999,127.849998,90.625061
01/08/2006,127.339996,131.039993,126.279999,130.639999,92.602737
01/09/2006,131.139999,133.990005,129.350006,133.580002,94.686684
01/10/2006,133.539993,139,132.649994,137.789993,98.100494
01/11/2006,138.220001,141.160004,135.619995,140.529999,100.051216
01/12/2006,140.529999,143.240005,138.970001,141.619995,100.827309
01/01/2007,142.25,144.130005,140.25,143.75,102.914009
01/02/2007,144.149994,146.419998,139,140.929993,100.895042
01/03/2007,139.339996,143.809998,136.75,142,101.661102
01/04/2007,142.160004,149.800003,141.479996,148.289993,106.585312
01/05/2007,148.419998,153.889999,147.669998,153.320007,110.200775
01/06/2007,153.880005,154.399994,148.059998,150.429993,108.123489
01/07/2007,150.869995,155.529999,145.039993,145.720001,105.189552
01/08/2007,145.179993,150.589996,137,147.589996,106.539444
01/09/2007,147.449997,154.389999,144.330002,152.580002,110.141495
01/10/2007,152.600006,157.520004,148.660004,154.649994,112.165375
01/11/2007,153.289993,153.410004,140.660004,148.660004,107.82093
01/12/2007,148.190002,152.889999,143.960007,146.210007,106.043953
01/01/2008,146.529999,146.990005,126,137.369995,100.161194
01/02/2008,137.940002,139.610001,131.729996,133.820007,97.5728
01/03/2008,133.139999,135.809998,126.07,131.970001,96.223907
01/04/2008,133.610001,140.589996,132.330002,138.259995,101.309212
01/05/2008,138.380005,144.300003,137.520004,140.350006,102.840683
01/06/2008,139.830002,140.889999,127.040001,127.980003,93.776604
01/07/2008,126.519997,129.160004,120.019997,126.830002,93.398788
01/08/2008,127.120003,131.509995,124.760002,128.789993,94.84214
01/09/2008,130.029999,130.710007,110.529999,115.989998,85.416145
01/10/2008,115.269997,116.690002,83.580002,96.830002,71.719269
01/11/2008,96.779999,100.860001,74.339996,90.089996,66.727158
01/12/2008,87.510002,92.43,81.860001,90.239998,66.838249
01/01/2009,90.440002,94.449997,80.050003,82.830002,61.847881
01/02/2009,81.57,87.739998,73.809998,73.93,55.202366
01/03/2009,72.519997,83.300003,67.099998,79.519997,59.376328
01/04/2009,78.529999,89.019997,78.330002,87.419998,65.742363
01/05/2009,87.440002,93.699997,86.720001,92.529999,69.585236
01/06/2009,93.669998,96.110001,88.849998,91.949997,69.149055
01/07/2009,92.339996,99.830002,87,98.809998,74.727715
01/08/2009,99.849998,104.349998,98.110001,102.459999,77.488121
01/09/2009,101.949997,108.059998,99.57,105.589996,79.855278
01/10/2009,103,110.309998,101.989998,103.559998,78.693085
01/11/2009,104.129997,111.739998,103.080002,109.940002,83.541115
01/12/2009,110.919998,113.029999,109.019997,111.440002,84.680931
01/01/2010,112.370003,115.139999,107.220001,107.389999,82.042755
01/02/2010,108.150002,111.580002,104.580002,110.739998,84.602066
01/03/2010,111.199997,118.169998,111.169998,117,89.384499
01/04/2010,117.800003,122.120003,117.099998,118.809998,91.14109
01/05/2010,119.379997,120.68,104.379997,109.370003,83.899521
01/06/2010,108.349998,113.199997,102.879997,103.220001,79.181732
01/07/2010,103.150002,112.290001,101.129997,110.269997,84.992348
01/08/2010,111.989998,113.18,104.290001,105.309998,81.16938
01/09/2010,106.730003,115.790001,106.660004,114.129997,87.967514
01/10/2010,114.989998,119.760002,113.18,118.489998,91.817001
01/11/2010,119.07,122.949997,117.589996,118.489998,91.817001
01/12/2010,120.199997,126.199997,120.190002,125.75,97.442719
01/01/2011,126.709999,130.350006,125.699997,128.679993,100.237549
01/02/2011,129.460007,134.690002,129.380005,133.149994,103.719513
01/03/2011,133.570007,133.690002,125.279999,132.589996,103.283333
01/04/2011,133.410004,136.570007,129.509995,136.429993,106.736183
01/05/2011,137.070007,137.179993,131.380005,134.899994,105.539207
01/06/2011,134.509995,134.919998,126.190002,131.970001,103.246918
01/07/2011,132.089996,135.699997,127.970001,129.330002,101.683167
01/08/2011,130.839996,130.960007,110.269997,122.220001,96.093033
01/09/2011,122.290001,123.400002,111.300003,113.150002,88.961952
01/10/2011,112.489998,129.419998,107.43,125.5,99.182396
01/11/2011,122.029999,128.020004,116.199997,124.989998,98.779335
01/12/2011,124.849998,127.260002,120.029999,125.5,99.182396
01/01/2012,127.760002,133.399994,126.43,131.320007,104.440109
01/02/2012,132.289993,138.190002,132.130005,137.020004,108.973373
01/03/2012,137.309998,141.830002,134.360001,140.809998,111.987617
01/04/2012,140.639999,142.210007,135.759995,139.869995,111.727524
01/05/2012,139.789993,141.660004,129.550003,131.470001,105.017654
01/06/2012,129.410004,136.270004,127.139999,136.100006,108.716072
01/07/2012,136.479996,139.339996,132.600006,137.710007,110.572105
01/08/2012,138.699997,143.089996,135.580002,141.160004,113.342209
01/09/2012,141.039993,148.110001,140.130005,143.970001,115.598473
01/10/2012,144.520004,147.160004,140.389999,141.350006,114.100632
01/11/2012,141.649994,143.720001,134.699997,142.149994,114.746376
01/12/2012,142.800003,145.580002,139.539993,142.410004,114.956291
01/01/2013,145.110001,150.940002,144.729996,149.699997,121.69796
01/02/2013,150.649994,153.279999,148.729996,151.610001,123.250671
01/03/2013,151.089996,156.850006,150.410004,156.669998,127.364189
01/04/2013,156.589996,159.720001,153.550003,159.679993,130.388504
01/05/2013,159.330002,169.070007,158.100006,163.449997,133.466949
01/06/2013,163.830002,165.990005,155.729996,160.419998,130.992798
01/07/2013,161.259995,169.860001,160.220001,168.710007,138.491043
01/08/2013,169.990005,170.970001,163.050003,163.649994,134.337387
01/09/2013,165.229996,173.600006,163.699997,168.009995,137.916382
01/10/2013,168.139999,177.509995,164.529999,175.789993,145.006226
01/11/2013,176.020004,181.75,174.759995,181,149.303864
01/12/2013,181.089996,184.690002,177.320007,184.690002,152.347687
01/01/2014,183.979996,184.940002,176.880005,178.179993,147.775635
01/02/2014,177.970001,187.149994,173.710007,186.289993,154.501785
01/03/2014,184.649994,189.020004,183.75,187.009995,155.098923
01/04/2014,187.619995,189.699997,181.309998,188.309998,156.866394
01/05/2014,188.220001,192.800003,186.009995,192.679993,160.506699
01/06/2014,192.949997,196.600006,191.970001,195.720001,163.039078
01/07/2014,196.199997,199.059998,192.970001,193.089996,161.618942
01/08/2014,192.559998,200.820007,190.550003,200.710007,167.997055
01/09/2014,200.970001,201.899994,196.050003,197.020004,164.908447
01/10/2014,196.699997,201.820007,181.919998,201.660004,169.581207
01/11/2014,201.919998,207.869995,200.059998,207.199997,174.239868
01/12/2014,206.399994,212.970001,197.860001,205.539993,172.843979
01/01/2015,206.380005,206.880005,198.550003,199.449997,168.648453
01/02/2015,200.050003,212.240005,197.860001,210.660004,178.127243
01/03/2015,210.779999,212.059998,204.119995,206.429993,174.550507
01/04/2015,206.389999,212.479996,204.509995,208.460007,177.053848
01/05/2015,209.399994,213.779999,206.759995,211.139999,179.330032
01/06/2015,211.940002,213.339996,205.279999,205.850006,174.837097
01/07/2015,207.729996,213.179993,204.110001,210.5,179.656128
01/08/2015,210.460007,211.309998,182.399994,197.669998,168.706085
01/09/2015,193.119995,202.889999,186.929993,191.630005,163.551117
01/10/2015,192.080002,209.440002,189.119995,207.929993,178.3853
01/11/2015,208.320007,211.660004,202.179993,208.690002,179.037384
01/12/2015,209.440002,211,199.830002,203.869995,174.902176
01/01/2016,200.490005,201.899994,181.020004,193.720001,167.183472
01/02/2016,192.529999,196.679993,181.089996,193.559998,167.045425
01/03/2016,195.009995,206.869995,194.449997,205.520004,177.367126
01/04/2016,204.350006,210.919998,203.089996,206.330002,178.984528
01/05/2016,206.919998,210.690002,202.779999,209.839996,182.029312
01/06/2016,209.119995,212.520004,198.649994,209.479996,181.717087
01/07/2016,209.479996,217.539993,207.059998,217.119995,189.323959
01/08/2016,217.190002,219.600006,214.25,217.380005,189.550735
01/09/2016,217.369995,219.220001,212.309998,216.300003,188.608932
01/10/2016,215.820007,216.699997,211.210007,212.550003,186.275238
01/11/2016,212.929993,221.820007,208.380005,220.380005,193.137329
01/12/2016,220.729996,228.339996,219.149994,223.529999,195.897888
01/01/2017,225.039993,229.710007,223.880005,227.529999,200.578781
01/02/2017,227.529999,237.309998,226.820007,236.470001,208.459824
01/03/2017,238.389999,240.320007,231.610001,235.740005,207.816284
01/04/2017,235.800003,239.529999,232.509995,238.080002,210.792175
01/05/2017,238.679993,242.080002,235.429993,241.440002,213.767105
01/06/2017,241.970001,245.009995,239.960007,241.800003,214.085846
01/07/2017,242.880005,248,240.339996,246.770004,219.551651
01/08/2017,247.460007,248.910004,241.830002,247.490005,220.19223
01/09/2017,247.919998,251.320007,244.949997,251.229996,223.519745
01/10/2017,251.490005,257.890015,251.289993,257.149994,229.922134
01/11/2017,258.040009,266.049988,255.630005,265.01001,236.949875
01/12/2017,264.76001,268.600006,260.76001,266.859985,238.60405
01/01/2018,267.839996,286.630005,267.399994,281.899994,253.340027
01/02/2018,281.070007,283.059998,252.919998,271.649994,244.128357
01/03/2018,271.410004,280.410004,257.829987,263.149994,236.489517
01/04/2018,262.549988,271.299988,254.669998,264.51001,238.663818
01/05/2018,263.869995,274.25,259.049988,270.940002,244.4655
01/06/2018,272.410004,279.480011,268.48999,271.279999,244.772293
01/07/2018,269.51001,284.369995,269.23999,281.329987,254.980087
01/08/2018,281.559998,291.73999,279.160004,290.309998,263.119019
01/09/2018,289.839996,293.940002,286.709991,290.720001,263.490631
01/10/2018,292.109985,293.209991,259.850006,270.630005,246.39267
01/11/2018,271.600006,281.220001,263.070007,275.649994,250.962997
01/12/2018,280.279999,280.399994,233.759995,249.919998,227.537384
01/01/2019,245.979996,270.470001,243.669998,269.929993,247.190414
01/02/2019,270.149994,281.309998,267.829987,278.679993,255.203262
01/03/2019,280.440002,285.179993,272.420013,282.480011,258.683136
01/04/2019,284.700012,294.450012,284.399994,294.019989,270.437012
01/05/2019,294.720001,294.950012,275.23999,275.269989,253.190948
01/06/2019,275.309998,296.309998,273.089996,293,269.49881
01/07/2019,296.679993,302.230011,294.329987,297.429993,274.904053
01/08/2019,297.600006,300.869995,281.720001,292.450012,270.301208
01/09/2019,290.570007,302.630005,289.269989,296.769989,274.294037
01/10/2019,297.73999,304.549988,284.820007,303.329987,281.651917
01/11/2019,304.920013,315.480011,304.73999,314.309998,291.847168
01/12/2019,314.589996,323.799988,307.130005,321.859985,298.857635
01/01/2020,323.540009,332.950012,320.359985,321.730011,300.205719
01/02/2020,323.350006,339.079987,285.540009,296.26001,276.439636
01/03/2020,298.209991,313.839996,218.259995,257.75,240.506027
01/04/2020,247.979996,294.880005,243.899994,290.480011,272.640137
01/05/2020,285.309998,306.839996,272.98999,304.320007,285.630157
01/06/2020,303.619995,323.410004,296.73999,308.359985,289.422058
01/07/2020,309.570007,327.230011,309.070007,326.519989,307.81546
01/08/2020,328.320007,351.299988,327.730011,349.309998,329.299866
01/09/2020,350.209991,358.75,319.799988,334.890015,315.705963
01/10/2020,337.690002,354.019989,322.600006,326.540009,309.066559
01/11/2020,330.200012,364.380005,327.23999,362.059998,342.685791
01/12/2020,365.570007,378.459991,362.029999,373.880005,353.873291
01/01/2021,375.309998,385.850006,364.820007,370.070007,351.760254
01/02/2021,373.720001,394.170013,370.380005,380.359985,361.541107
01/03/2021,385.589996,398.119995,371.880005,396.329987,376.720978
01/04/2021,398.399994,420.720001,398.179993,417.299988,397.952637
01/05/2021,419.429993,422.820007,404,420.040009,400.565552
01/06/2021,422.570007,428.779999,414.700012,428.059998,408.213745
01/07/2021,428.869995,441.799988,421.970001,438.51001,419.547363
01/08/2021,440.339996,453.070007,436.100006,451.559998,432.03299
01/09/2021,452.559998,454.049988,428.779999,429.140015,410.58255
01/10/2021,430.980011,459.559998,426.359985,459.25,440.798157
01/11/2021,460.299988,473.540009,455.299988,455.559998,437.256378
01/12/2021,461.640015,479,448.920013,474.959991,455.876953
01/01/2022,476.299988,479.980011,420.76001,449.910004,433.350586
01/02/2022,450.679993,458.119995,410.640015,436.630005,420.559326
01/03/2022,435.040009,462.070007,415.119995,451.640015,435.016876
01/04/2022,453.309998,457.829987,411.209991,412,398.068726
01/05/2022,412.070007,429.660004,380.540009,412.929993,398.967194
01/06/2022,415.170013,417.440002,362.170013,377.25,364.493774
01/07/2022,376.559998,413.029999,371.040009,411.98999,399.778503
01/08/2022,409.149994,431.730011,395.040009,395.179993,383.466766
01/09/2022,392.890015,411.730011,357.040009,357.179993,346.593109
01/10/2022,361.079987,389.519989,348.109985,386.209991,376.302094
01/11/2022,390.140015,407.679993,368.790009,407.679993,397.221313
01/12/2022,408.769989,410.48999,374.769989,382.429993,372.61908
01/01/2023,384.369995,408.160004,377.829987,406.480011,397.870758
01/02/2023,405.209991,418.309998,393.640015,396.26001,387.867279
01/03/2023,395.410004,409.700012,380.649994,409.390015,400.719147
01/04/2023,408.850006,415.940002,403.779999,415.929993,408.674408
01/05/2023,415.470001,422.579987,403.73999,417.850006,410.560913
01/06/2023,418.089996,444.299988,416.790009,443.279999,435.547302
01/07/2023,442.920013,459.440002,437.059998,457.790009,451.475037
01/08/2023,456.269989,457.25,433.01001,450.350006,444.137665
01/09/2023,453.170013,453.670013,422.290009,427.480011,421.583191
01/10/2023,426.619995,438.140015,409.209991,418.200012,413.885956
01/11/2023,419.200012,458.320007,418.649994,456.399994,451.691864
01/12/2023,455.769989,477.549988,454.309998,475.309998,470.40683
01/01/2024,472.160004,491.619995,466.429993,482.880005,479.836334
01/02/2024,484.630005,510.130005,483.799988,508.079987,504.877472
01/03/2024,508.980011,524.609985,504.910004,523.070007,519.77301
01/04/2024,523.830017,524.380005,493.859985,501.980011,500.365784
01/05/2024,501.380005,533.070007,499.549988,527.369995,525.674133
